,GPA,GRE_Verbal,GRE_Quantitative,GRE_Writing,GRE_Subject,American,Papers,Research,Decision,GPA_rev,GRE_Verbal_rev,GRE_Quantitative_rev,GRE_Writing_rev,GRE_Subject_rev,Decision_rev,GPA_log,GRE_Verbal_log,GRE_Quantitative_log,GRE_Writing_log,GRE_Subject_log,GPA_sq,GRE_Verbal_sq,GRE_Quantitative_sq,GRE_Writing_sq,GRE_Subject_sq,GRE_Verbal_pc,GRE_Quantitative_pc,GRE_Writing_pc,GRE_Subject_pc,GREVxGREQ,GREVxGRES,GREQxGRES,GREVxGREQxGRES
1779,3.61,161.0,163.0,2.0,990.0,0,0.0,0.0,0,0.3900000000000001,9.0,7.0,3.0,0.0,1,0.1430148002540951,1.0,0.9030899869919434,0.6020599913279623,0.0,13.0321,25921.0,26569.0,4.0,980100.0,0.9030164326359974,0.8680447469116805,0.042341472978789166,0.9607531528428073,161.99691355084514,399.2367718534955,401.7088497904919,296.1757919135162
1780,3.61,161.0,163.0,2.0,990.0,0,0.0,0.0,0,0.3900000000000001,9.0,7.0,3.0,0.0,1,0.1430148002540951,1.0,0.9030899869919434,0.6020599913279623,0.0,13.0321,25921.0,26569.0,4.0,980100.0,0.9030164326359974,0.8680447469116805,0.042341472978789166,0.9607531528428073,161.99691355084514,399.2367718534955,401.7088497904919,296.1757919135162
1781,3.0,153.0,159.0,4.0,850.0,0,0.0,0.0,0,1.0,17.0,11.0,1.0,140.0,1,0.30102999566398114,1.2552725051033058,1.0791812460476247,0.30102999566398114,2.1492191126553797,9.0,23409.0,25281.0,16.0,722500.0,0.6368083946962848,0.7514563991064801,0.7172571725110044,0.8087822824308813,155.97115117867148,360.6244584051392,367.62752889303596,274.47481031356233
1782,3.83,165.0,170.0,4.0,990.0,0,0.0,0.0,1,0.16999999999999993,5.0,0.0,1.0,0.0,0,0.06818586174616162,0.7781512503836435,0.0,0.30102999566398114,0.0,14.6689,27225.0,28900.0,16.0,980100.0,0.9619211128879195,0.9702106965136724,0.7172571725110044,0.9607531528428073,167.4813422444423,404.1658075592244,410.2438299353203,302.8233457089808
1783,3.2,150.0,157.0,3.5,700.0,0,0.0,0.0,0,0.7999999999999998,20.0,13.0,1.5,290.0,1,0.255272505103306,1.322219294733919,1.1461280356782377,0.3979400086720376,2.4638929889859074,10.240000000000002,22500.0,24649.0,12.25,490000.0,0.49763380817709724,0.6772497514907866,0.5,0.4697296904953077,153.46009253222806,324.037034920393,331.5116890850155,254.5049989818892
1784,3.2,164.0,170.0,3.5,740.0,0,0.0,0.0,0,0.7999999999999998,6.0,0.0,1.5,250.0,1,0.255272505103306,0.8450980400142567,0.0,0.3979400086720376,2.3996737214810375,10.240000000000002,26896.0,28900.0,12.25,547600.0,0.9510178962672838,0.9702106965136724,0.5,0.5703303176460821,166.97305171793442,348.36762191684807,354.68295701936404,274.2678043034443
1785,3.0,153.0,156.0,4.0,810.0,0,0.0,0.0,0,1.0,17.0,14.0,1.0,180.0,1,0.30102999566398114,1.2552725051033058,1.1760912590556811,0.30102999566398114,2.2576785748691846,9.0,23409.0,24336.0,16.0,656100.0,0.6368083946962848,0.637015583908811,0.7172571725110044,0.7324544377016285,154.4927182750048,352.03692988094303,355.471517846367,268.3904237497268
1786,2.1,158.0,168.0,2.5,960.0,0,0.0,0.0,1,1.9,12.0,2.0,2.5,30.0,0,0.462397997898956,1.1139433523068367,0.47712125471966244,0.5440680443502756,1.4913616938342726,4.41,24964.0,28224.0,6.25,921600.0,0.8271750203908003,0.9520277773999577,0.12519032892796927,0.9417482580799732,162.9232948353304,389.46116622841873,401.5968127363563,294.2699173257482
1787,3.2,150.0,157.0,3.5,700.0,0,0.0,0.0,0,0.7999999999999998,20.0,13.0,1.5,290.0,1,0.255272505103306,1.322219294733919,1.1461280356782377,0.3979400086720376,2.4638929889859074,10.240000000000002,22500.0,24649.0,12.25,490000.0,0.49763380817709724,0.6772497514907866,0.5,0.4697296904953077,153.46009253222806,324.037034920393,331.5116890850155,254.5049989818892
1788,3.98,162.0,170.0,3.5,900.0,0,0.0,0.0,0,0.020000000000000018,8.0,0.0,1.5,90.0,1,0.008600171761917567,0.9542425094393249,0.0,0.3979400086720376,1.9590413923210932,15.8404,26244.0,28900.0,12.25,810000.0,0.9218398336491003,0.9702106965136724,0.5,0.8829519260907763,165.951800231272,381.8376618407357,391.15214431215895,291.56506211497344
1789,3.83,165.0,170.0,4.0,990.0,0,0.0,0.0,0,0.16999999999999993,5.0,0.0,1.0,0.0,1,0.06818586174616162,0.7781512503836435,0.0,0.30102999566398114,0.0,14.6689,27225.0,28900.0,16.0,980100.0,0.9619211128879195,0.9702106965136724,0.7172571725110044,0.9607531528428073,167.4813422444423,404.1658075592244,410.2438299353203,302.8233457089808
1790,3.0,153.0,159.0,4.0,810.0,0,1.0,0.0,0,1.0,17.0,11.0,1.0,180.0,1,0.30102999566398114,1.2552725051033058,1.0791812460476247,0.30102999566398114,2.2576785748691846,9.0,23409.0,25281.0,16.0,656100.0,0.6368083946962848,0.7514563991064801,0.7172571725110044,0.7324544377016285,155.97115117867148,352.03692988094303,358.87323667278395,270.09996298580836
1791,3.2,150.0,157.0,3.5,700.0,0,0.0,0.0,0,0.7999999999999998,20.0,13.0,1.5,290.0,1,0.255272505103306,1.322219294733919,1.1461280356782377,0.3979400086720376,2.4638929889859074,10.240000000000002,22500.0,24649.0,12.25,490000.0,0.49763380817709724,0.6772497514907866,0.5,0.4697296904953077,153.46009253222806,324.037034920393,331.5116890850155,254.5049989818892
1792,3.2,164.0,170.0,3.5,740.0,0,0.0,0.0,0,0.7999999999999998,6.0,0.0,1.5,250.0,1,0.255272505103306,0.8450980400142567,0.0,0.3979400086720376,2.3996737214810375,10.240000000000002,26896.0,28900.0,12.25,547600.0,0.9510178962672838,0.9702106965136724,0.5,0.5703303176460821,166.97305171793442,348.36762191684807,354.68295701936404,274.2678043034443
1793,4.0,161.0,167.0,3.5,930.0,0,0.0,0.0,0,0.0,9.0,3.0,1.5,60.0,1,0.0,1.0,0.6020599913279623,0.3979400086720376,1.785329835010767,16.0,25921.0,27889.0,12.25,864900.0,0.9030164326359974,0.9400641283807901,0.5,0.9161676965266359,163.97255867979862,386.9496091224282,394.0938974406988,292.4209151376825
1794,4.0,157.0,167.0,4.0,900.0,0,0.0,0.0,0,0.0,13.0,3.0,1.0,90.0,1,0.0,1.1461280356782377,0.6020599913279623,0.30102999566398114,1.9590413923210932,16.0,24649.0,27889.0,16.0,810000.0,0.795154218946271,0.9400641283807901,0.7172571725110044,0.8829519260907763,161.92282112166896,375.89892258425004,387.6854394996026,286.82667889047394
1795,3.0,150.0,155.0,3.0,820.0,0,0.0,0.0,0,1.0,20.0,15.0,2.0,170.0,1,0.30102999566398114,1.322219294733919,1.2041199826559246,0.47712125471966244,2.2329961103921536,9.0,22500.0,24025.0,9.0,672400.0,0.49763380817709724,0.5952084348070098,0.28274282748899554,0.752868517528817,152.47950681976906,350.71355833500365,356.5108693995178,267.1441099472941
1796,3.23,149.0,160.0,3.0,800.0,0,0.0,0.0,1,0.77,21.0,10.0,2.0,190.0,0,0.2479732663618066,1.3424226808222062,1.041392685158225,0.47712125471966244,2.281033367247727,10.4329,22201.0,25600.0,9.0,640000.0,0.45043786444006767,0.7848297100132327,0.28274282748899554,0.7112233124439855,154.40207252495026,345.2535300326414,357.77087639996637,267.1768012655749
1797,3.0,150.0,155.0,4.0,820.0,0,0.0,0.0,0,1.0,20.0,15.0,1.0,170.0,1,0.30102999566398114,1.322219294733919,1.2041199826559246,0.30102999566398114,2.2329961103921536,9.0,22500.0,24025.0,16.0,672400.0,0.49763380817709724,0.5952084348070098,0.7172571725110044,0.752868517528817,152.47950681976906,350.71355833500365,356.5108693995178,267.1441099472941
1798,3.8,166.0,152.0,3.0,770.0,0,0.0,0.0,0,0.20000000000000018,4.0,18.0,2.0,220.0,1,0.07918124604762489,0.6989700043360187,1.2787536009528289,0.47712125471966244,2.34439227368511,14.44,27556.0,23104.0,9.0,592900.0,0.9707579865563762,0.46508807307363137,0.28274282748899554,0.6432235375844578,158.84583721331825,357.5192302520244,342.1110930677343,268.831899322725
1799,3.1,150.0,162.0,3.0,730.0,0,0.0,0.0,0,0.8999999999999999,20.0,8.0,2.0,260.0,1,0.2787536009528289,1.322219294733919,0.9542425094393249,0.47712125471966244,2.416640507338281,9.610000000000001,22500.0,26244.0,9.0,532900.0,0.49763380817709724,0.8431928314407704,0.28274282748899554,0.5453509999810116,155.88457268119896,330.9078421554859,343.8895171417704,260.8012756031803
1800,3.6,165.0,164.0,4.0,550.0,1,0.0,0.0,1,0.3999999999999999,5.0,6.0,1.0,440.0,0,0.14612803567823798,0.7781512503836435,0.8450980400142567,0.30102999566398114,2.644438589467838,12.96,27225.0,26896.0,16.0,302500.0,0.9619211128879195,0.8900370314086274,0.7172571725110044,0.15260694685649778,164.4992401198255,301.24740662784137,300.33314835362415,245.9783178722187
1801,3.2,150.0,157.0,3.5,700.0,0,0.0,0.0,0,0.7999999999999998,20.0,13.0,1.5,290.0,1,0.255272505103306,1.322219294733919,1.1461280356782377,0.3979400086720376,2.4638929889859074,10.240000000000002,22500.0,24649.0,12.25,490000.0,0.49763380817709724,0.6772497514907866,0.5,0.4697296904953077,153.46009253222806,324.037034920393,331.5116890850155,254.5049989818892
